Nome,Profissão,EstadoCivil,Sexo,Distrito,Concelho,Telefone,Morada,CódigoPostal,DataNascimento,Email
Raquel Vaz,Contabilista,Viúvo,Feminino,Bragança,Bragança,984338801,"Alameda Pilar Esteves, 91
7038-044 Penafiel",0487-170,24/12/1982,raquel.vaz@gmail.com
André da Carvalho,Programador,Solteiro,Masculino,Vila Real,Chaves,917672662,"Praça Barros, 603
5394-357 Serpa",8892-090,06/03/1974,andré.carvalho@yahoo.com
Raquel Machado,Aposentado,Viúvo,Feminino,Aveiro,Santa Maria da Feira,945072865,"Largo Eduardo Freitas, 78
7175-307 Vizela",7107-277,31/07/1962,raquel.machado@outlook.com
Bárbara Branco,Contabilista,Solteiro,Feminino,Vila Real,Boticas,919071271,"Avenida de Vicente, 27
7676-386 Paredes",3071-258,21/12/2001,bárbara.branco@yahoo.com
Santiago Amorim,Rececionista,Viúvo,Masculino,Lisboa,Lisboa,959881715,"Av Irmã Lúcia, 596
5496-333 Vila do Conde",0840-698,05/10/1986,santiago.amorim@gmail.com
Laura Lopes,Engenheiro,Divorciado,Feminino,Castelo Branco,Fundão,966823629,"Travessa Bianca Fernandes, 557
1118-576 Tondela",2798-746,24/01/1985,laura.lopes@gmail.com
Miguel Brito,Carpinteiro,Viúvo,Masculino,Viana do Castelo,Caminha,974210644,"Largo da Cruz, 372
0284-427 Caldas da Rainha",4458-315,25/10/1996,miguel.brito@yahoo.com
Maria de Guerreiro,Técnico de Marketing,Divorciado,Feminino,Braga,Celorico de Basto,914147014,"R. Larissa Monteiro, 62
5977-277 Almada",4863-148,19/08/1972,maria.guerreiro@outlook.com
Mara do Santos,Professor,Casado,Feminino,Porto,Valongo,922438166,"Travessa Branco, 2
3022-897 Portalegre",6326-399,29/02/1976,mara.santos@yahoo.com
Caetana Campos,Técnico de Marketing,Solteiro,Feminino,Aveiro,Anadia,939920509,"Largo do Barredo, S/N
9989-803 Porto",1760-524,24/08/1979,caetana.campos@sapo.pt
Igor Esteves,Estudante,Viúvo,Masculino,Braga,Amares,973367701,"Rua de Oliveira, S/N
2242-367 São Salvador de Lordelo",6577-456,16/06/1999,igor.esteves@outlook.com
Mário Soares,Motorista,Casado,Masculino,Leiria,Óbidos,915206975,"Travessa Borges, 71
7768-587 São Salvador de Lordelo",3104-892,21/07/2002,mário.soares@gmail.com
Ivo Machado,Gestor de Projetos,Solteiro,Masculino,Viana do Castelo,Viana do Castelo,965405126,"R. de Rocha, 15
9042-010 Montijo",5998-387,20/12/1966,ivo.machado@sapo.pt
Ana Andrade-Brito,Analista de Dados,Divorciado,Feminino,Viana do Castelo,Valença,960824890,"Alameda Miguel Coelho, S/N
3779-226 Marco de Canaveses",6551-762,30/07/1973,ana.andrade-brito@outlook.com
Ângelo Borges,Rececionista,Casado,Masculino,Porto,Matosinhos,935142473,"Praça da Estiva, 8
0914-165 Rio Tinto",3529-838,08/01/1977,ângelo.borges@hotmail.com
Renata-Eduarda Leal,Empregado de Limpeza,Viúvo,Feminino,Porto,Matosinhos,984517929,"Rua Gaspar, 41
6116-787 Gandra",1848-850,02/02/1998,renata-eduarda.leal@gmail.com
Maria de Cunha,Programador,Solteiro,Feminino,Lisboa,Sintra,911884193,"R. de Bonjóia, 442
3848-563 Vendas Novas",6191-027,24/10/2000,maria.cunha@sapo.pt
Kévim da Jesus,Analista de Dados,Viúvo,Masculino,Viseu,Carregal do Sal,965795073,"Rua Jorge Lourenço, 52
1486-575 Sacavém",8522-477,27/01/2000,kévim.jesus@yahoo.com
Miguel Campos-Freitas,Médico,Solteiro,Masculino,Castelo Branco,Penamacor,928720795,"Alameda Batista, 38
5145-768 Vila Nova de Foz Côa",0861-206,30/01/1987,miguel.campos-freitas@yahoo.com
Cristiano Vieira,Rececionista,Viúvo,Masculino,Viseu,Tondela,965922304,"R. Nascimento, 35
4348-756 Tarouca",4888-652,25/03/1979,cristiano.vieira@gmail.com
Ariana Morais,Engenheiro,Viúvo,Feminino,Braga,Guimarães,972996738,"Alameda de Pinheiro, 6
3106-830 Figueira da Foz",3999-351,29/08/1991,ariana.morais@hotmail.com
Juliana da Branco,Motorista,Solteiro,Feminino,Vila Real,Mondim de Basto,901330316,"R. Yasmin Marques, 40
8089-166 Lisboa",6337-796,18/07/1979,juliana.branco@hotmail.com
Beatriz Costa,Motorista,Solteiro,Feminino,Porto,Póvoa de Varzim,953189983,"Largo de Moura, 4
9361-421 Esmoriz",2244-505,24/03/2004,beatriz.costa@gmail.com
Tomás Borges-Antunes,Médico,Solteiro,Masculino,Porto,Póvoa de Varzim,981438149,"Av de Ferreira, 67
4998-271 Vale de Cambra",0821-984,24/11/1981,tomás.borges-antunes@outlook.com
Lucas Soares,Programador,Casado,Masculino,Viana do Castelo,Ponte de Lima,938459739,"Avenida de Vieira, 4
0462-878 Amadora",4544-708,20/08/1976,lucas.soares@yahoo.com
Bernardo Cruz,Aposentado,Solteiro,Masculino,Lisboa,Oeiras,961517709,"Av Luciana Neves, 89
4906-102 Silves",4941-157,13/01/1962,bernardo.cruz@gmail.com
Ana Pacheco,Gestor de Projetos,Casado,Feminino,Braga,Vila Nova de Famalicão,949791688,"Rua Nogueira, 91
5225-246 Vale de Cambra",2888-070,19/03/1973,ana.pacheco@hotmail.com
Laura Pires,Contabilista,Solteiro,Feminino,Vila Real,Vila Real,954713697,"Largo da Sé, 79
5495-020 São Salvador de Lordelo",0585-223,10/12/1985,laura.pires@sapo.pt
Joaquim Ramos,Médico,Solteiro,Masculino,Évora,Évora,911617129,"Av Adolfo Ayala, 439
8808-017 Pombal",4855-655,19/04/1968,joaquim.ramos@outlook.com
Yara Vaz-Figueiredo,Engenheiro,Solteiro,Feminino,Viana do Castelo,Monção,909374900,"R. Pilar Leite, 2
3989-331 Gouveia",5757-650,30/09/1998,yara.vaz-figueiredo@outlook.com
Simão Ferreira,Psicólogo,Viúvo,Masculino,Braga,Celorico de Basto,981813022,"Avenida Henrique Leal, 89
4535-801 Felgueiras",1986-803,02/06/1998,simão.ferreira@outlook.com
Edgar Lima,Cozinheiro,Divorciado,Masculino,Braga,Guimarães,937205998,"Travessa Gonçalo Monteiro, 66
5725-987 Sabugal",4275-525,07/03/1989,edgar.lima@outlook.com
Diana Loureiro,Agricultor,Divorciado,Feminino,Viana do Castelo,Vila Nova de Cerveira,937110184,"R. de Tavares, 39
3404-256 Albufeira",2552-746,24/01/1985,diana.loureiro@hotmail.com
Núria Nunes,Motorista,Viúvo,Feminino,Porto,Amarante,958563811,"Avenida Carneiro, 5
5541-162 Figueira da Foz",6397-888,11/02/1985,núria.nunes@outlook.com
Diogo de Alves,Rececionista,Casado,Masculino,Braga,Esposende,994661226,"Rua Álvaro Neto, 26
0675-388 Santa Maria da Feira",1845-266,16/01/1999,diogo.alves@yahoo.com
Lara Pinto,Motorista,Casado,Feminino,Braga,Amares,945107844,"Avenida Eduarda Ramos, 29
7098-407 Sabugal",9855-025,26/06/1970,lara.pinto@yahoo.com
Soraia Amorim,Contabilista,Casado,Feminino,Braga,Barcelos,977371367,"Rua Gabriel Jesus, 1
8509-847 Trancoso",1510-097,04/03/2005,soraia.amorim@gmail.com
Vítor Castro-Simões,Analista de Dados,Casado,Masculino,Évora,Reguengos de Monsaraz,937633696,"Travessa Antunes, 58
4280-856 Praia da Vitória",9942-220,14/03/1983,vítor.castro-simões@hotmail.com
Francisca Jesus-Soares,Rececionista,Divorciado,Feminino,Braga,Guimarães,990549518,"Alameda Naiara Machado, 73
3552-913 Ílhavo",5552-907,14/10/1966,francisca.jesus-soares@yahoo.com
Carlota Assunção,Professor,Viúvo,Feminino,Porto,Amarante,933914660,"Praça Pacheco, 8
4130-920 Esposende",5670-481,29/03/1998,carlota.assunção@hotmail.com
Salvador Antunes-Alves,Professor,Divorciado,Masculino,Braga,Amares,930296208,"Alameda Ângelo Guerreiro, 88
4257-450 Vale de Cambra",4882-226,30/04/1969,salvador.antunes-alves@sapo.pt
Pedro Santos-Rocha,Cozinheiro,Viúvo,Masculino,Aveiro,Santa Maria da Feira,918538062,"Largo de Mota, S/N
8293-509 Penafiel",0288-329,24/04/1979,pedro.santos-rocha@gmail.com
Ângela Anjos,Comerciante,Casado,Feminino,Viseu,Oliveira de Frades,935877709,"R. do Pedregulho, 864
4733-759 Caniço",0953-383,30/08/2004,ângela.anjos@gmail.com
Benedita Barros,Gestor de Projetos,Divorciado,Feminino,Viana do Castelo,Valença,968814065,"Travessa Lourenço Carvalho, 55
5302-127 Moura",0491-190,27/01/1976,benedita.barros@yahoo.com
Mia Abreu,Carpinteiro,Solteiro,Feminino,Braga,Vizela,933850964,"Rua de Vaz, 574
4432-105 Santo Tirso",2331-379,25/09/1972,mia.abreu@yahoo.com
Denis Oliveira,Designer Gráfico,Viúvo,Masculino,Vila Real,Boticas,938134938,"Largo Santos, 55
2188-222 Loures",5474-760,17/09/2000,denis.oliveira@yahoo.com
Igor Amaral,Engenheiro,Solteiro,Masculino,Aveiro,Águeda,974176179,"Alameda de Carneiro, S/N
4950-122 Peniche",1844-763,16/01/1993,igor.amaral@yahoo.com
Xavier Oliveira-Nunes,Arquiteto,Solteiro,Masculino,Bragança,Alfândega da Fé,966574865,"Travessa Simão Cruz, 94
4204-736 Marinha Grande",7073-745,14/04/1983,xavier.oliveira-nunes@hotmail.com
Lorena Araújo-Lima,Médico,Solteiro,Feminino,Viana do Castelo,Ponte da Barca,982996676,"R. do Viso, S/N
6631-407 Trofa",2612-763,07/06/1995,lorena.araújo-lima@hotmail.com
Ângelo Costa,Rececionista,Divorciado,Masculino,Braga,Cabeceiras de Basto,998707559,"Largo Carolina Michaelis de Vasconcelos, 21
2388-504 Esposende",0250-582,24/05/1993,ângelo.costa@gmail.com
Salvador Monteiro,Enfermeiro,Viúvo,Masculino,Braga,Barcelos,967009375,"Alameda de Magalhães, 63
6248-584 Coimbra",4359-858,10/05/2004,salvador.monteiro@yahoo.com
Íris Fonseca,Engenheiro,Solteiro,Feminino,Viana do Castelo,Viana do Castelo,957021557,"Praça de Jesus, 100
7775-826 Fafe",1023-934,09/08/1992,íris.fonseca@hotmail.com
Marta Neves,Psicólogo,Viúvo,Feminino,Braga,Celorico de Basto,995096472,"R. Pereira, 640
1445-969 Albufeira",3145-781,13/12/1969,marta.neves@outlook.com
Bruno Nunes,Empregado de Limpeza,Solteiro,Masculino,Viseu,Viseu,988627796,"R. Faria, 4
5321-444 Lagos",4793-258,19/11/1980,bruno.nunes@gmail.com
Iara do Antunes,Psicólogo,Solteiro,Feminino,Viseu,Vouzela,911965831,"Avenida Morais, 25
0864-205 Sacavém",6576-299,24/08/1982,iara.antunes@outlook.com
Marco Matias,Carpinteiro,Viúvo,Masculino,Braga,Braga,983295123,"Alameda Nacional 108, 6
9656-151 Ribeira Grande",4300-874,28/04/2004,marco.matias@gmail.com
Débora Rocha-Pires,Engenheiro,Divorciado,Feminino,Porto,Póvoa de Varzim,935295902,"Alameda do Dr. António Macedo, 21
8281-510 Odivelas",3042-992,02/05/1968,débora.rocha-pires@gmail.com
Alexandra-Anita Esteves,Técnico de Marketing,Solteiro,Feminino,Porto,Póvoa de Varzim,965567111,"Avenida Neto, 79
2047-999 Esmoriz",0922-705,02/05/1998,alexandra-anita.esteves@gmail.com
Mafalda-Naiara Coelho,Engenheiro,Viúvo,Feminino,Braga,Fafe,937809838,"Travessa Rodrigues, S/N
8979-170 Sintra",0709-620,28/08/1995,mafalda-naiara.coelho@hotmail.com
Matias Abreu-Nunes,Cozinheiro,Divorciado,Masculino,Bragança,Miranda do Douro,905500291,"R. da Raposa, 628
4904-656 Albufeira",9245-828,15/02/1996,matias.abreu-nunes@yahoo.com
Valentina Mota,Estudante,Solteiro,Feminino,Santarém,Chamusca,954769628,"Travessa de Santa Helena, 15
2506-197 Angra do Heroísmo",1698-384,29/01/2002,valentina.mota@hotmail.com
Renato Cardoso,Empregado de Limpeza,Viúvo,Masculino,Lisboa,Lisboa,950201039,"Av Melissa Brito, 7
3972-131 Lagos",6616-052,26/03/1974,renato.cardoso@sapo.pt
Renata Ribeiro,Engenheiro,Solteiro,Feminino,Viseu,Oliveira de Frades,972483574,"Avenida de Sousa, S/N
6719-111 Oliveira do Hospital",0558-413,20/03/1995,renata.ribeiro@yahoo.com
Lorena-Andreia Andrade,Designer Gráfico,Casado,Feminino,Braga,Braga,948208714,"Alameda de Assunção, 32
8065-679 Quarteira",8202-358,03/02/2003,lorena-andreia.andrade@gmail.com
Constança Cunha,Designer Gráfico,Viúvo,Feminino,Braga,Fafe,953783647,"R. de Nascimento, 21
7563-780 Évora",1964-048,11/12/1984,constança.cunha@outlook.com
Victória Reis-Amorim,Eletricista,Viúvo,Feminino,Vila Real,Peso da Régua,933411015,"Av Maia, S/N
4677-330 Coimbra",8193-078,25/07/1973,victória.reis-amorim@outlook.com
Ângela Vaz,Farmacêutico,Divorciado,Feminino,Vila Real,Valpaços,935853450,"R. de Rocha, 3
4502-536 Rebordosa",8615-027,07/04/1990,ângela.vaz@outlook.com
Bianca Amorim-Castro,Comerciante,Solteiro,Feminino,Aveiro,Santa Maria da Feira,966936633,"Rua de Correia, 13
7861-936 Amarante",9972-416,23/04/2004,bianca.amorim-castro@yahoo.com
Cláudio Moreira,Cozinheiro,Divorciado,Masculino,Braga,Amares,970070524,"Alameda Faria, 8
7767-156 Lamego",8161-296,28/03/1973,cláudio.moreira@gmail.com
Fabiana Neto-Vicente,Técnico de Marketing,Viúvo,Feminino,Porto,Felgueiras,972046413,"R. Panorâmica Edgar Cardoso, 7
7669-651 Alcobaça",8432-068,16/03/1967,fabiana.neto-vicente@yahoo.com
Petra Leite,Enfermeiro,Divorciado,Feminino,Viana do Castelo,Melgaço,940956273,"Praça Pinho, 12
3304-555 Tarouca",9487-385,05/09/1990,petra.leite@hotmail.com
Eduarda-Mariana Nogueira,Programador,Casado,Feminino,Aveiro,Ovar,996463435,"R. Neto, S/N
3872-343 Quarteira",6392-291,14/07/1993,eduarda-mariana.nogueira@hotmail.com
Renata Pacheco,Programador,Casado,Feminino,Braga,Esposende,991842408,"Travessa de Pires, 27
6928-240 Ribeira Grande",6221-437,11/06/1999,renata.pacheco@sapo.pt
Bryan Mota,Advogado,Casado,Masculino,Vila Real,Vila Real,933119677,"Alameda dos Cruzados, 8
2918-340 Esmoriz",2096-612,31/12/1994,bryan.mota@outlook.com
Alice Gomes,Engenheiro,Solteiro,Feminino,Braga,Celorico de Basto,920636722,"Av de Neto, 10
8466-415 Funchal",9053-831,24/10/1976,alice.gomes@gmail.com
Margarida Soares-Barbosa,Programador,Solteiro,Feminino,Coimbra,Condeixa-a-Nova,969221435,"Av de Rocha, 20
1335-949 Vila Real de Santo António",3478-612,27/08/1965,margarida.soares-barbosa@sapo.pt
Sebastião Ferreira,Agricultor,Solteiro,Masculino,Porto,Matosinhos,907646403,"Largo Irina Azevedo, 32
4613-734 Amadora",3483-264,07/11/2003,sebastião.ferreira@hotmail.com
Afonso Almeida,Rececionista,Divorciado,Masculino,Santarém,Ourém,916300648,"Rua de São Vicente, S/N
4053-631 Albufeira",0768-232,19/08/1968,afonso.almeida@sapo.pt
Mia-Carolina Valente,Empregado de Limpeza,Viúvo,Feminino,Bragança,Miranda do Douro,993709253,"Rua Baptista, S/N
6753-700 Marinha Grande",9053-589,19/03/1978,mia-carolina.valente@gmail.com
Patrícia Carvalho,Aposentado,Divorciado,Feminino,Braga,Celorico de Basto,936480129,"Alameda Francisco Andrade, 51
4267-433 Portalegre",8396-904,21/09/1954,patrícia.carvalho658@outlook.com
Raquel Coelho,Eletricista,Viúvo,Feminino,Viana do Castelo,Melgaço,925447736,"Largo Filipe Fernandes, 57
1559-446 Tondela",0039-198,06/10/1980,raquel.coelho@gmail.com
Paulo Miranda,Farmacêutico,Divorciado,Masculino,Porto,Maia,920381776,"Avenida Eva Fernandes, 33
0012-743 Mêda",9785-179,05/10/1998,paulo.miranda@hotmail.com
Wilson Jesus,Eletricista,Viúvo,Masculino,Viseu,Castro Daire,995549254,"R. do Levante, 2
3489-252 Setúbal",1182-946,14/04/2005,wilson.jesus@yahoo.com
Gabriel Gonçalves,Professor,Casado,Masculino,Portalegre,Castelo de Vide,905745487,"Largo de Garcia, 3
7419-485 Barcelos",7882-665,04/06/2000,gabriel.gonçalves@sapo.pt
Madalena-Erica Borges,Técnico de Marketing,Viúvo,Feminino,Porto,Gondomar,910244959,"Praça das Oliveiras, 84
2020-502 Aveiro",1251-427,28/10/2004,madalena-erica.borges@yahoo.com
Valentina Leal-Pinto,Gestor de Projetos,Solteiro,Feminino,Aveiro,Ovar,996764119,"Av Noa Gonçalves, S/N
8352-356 Montijo",2592-173,04/03/1998,valentina.leal-pinto@gmail.com
Carlota Rodrigues-Machado,Carpinteiro,Divorciado,Feminino,Braga,Barcelos,965154338,"Praça Kyara Mendes, 831
4514-814 Seia",9899-082,22/05/2002,carlota.rodrigues-machado@sapo.pt
Emma de Nogueira,Técnico de Marketing,Viúvo,Feminino,Porto,Póvoa de Varzim,971231082,"Alameda Jéssica Morais, S/N
3576-178 Viseu",7376-899,18/08/2003,emma.nogueira@outlook.com
António Pires,Cozinheiro,Divorciado,Masculino,Braga,Esposende,965753728,"Largo Barros, S/N
0846-615 Cartaxo",8656-649,11/06/1973,antónio.pires@gmail.com
Marta Neto-Rocha,Eletricista,Casado,Feminino,Vila Real,Mesão Frio,955337684,"Travessa do Alto de São João, 78
2655-708 Figueira da Foz",4835-228,17/01/1983,marta.neto-rocha@outlook.com
Vitória-Mélanie Assunção,Empregado de Limpeza,Solteiro,Feminino,Braga,Cabeceiras de Basto,996588418,"Largo Mendes, S/N
5130-421 Setúbal",9336-253,13/10/1988,vitória-mélanie.assunção@sapo.pt
Nicole Brito,Carpinteiro,Casado,Feminino,Braga,Cabeceiras de Basto,908736340,"Praça das Ondas, 41
1872-650 Santa Maria da Feira",1105-702,10/06/1973,nicole.brito@sapo.pt
Alexandra Branco,Agricultor,Viúvo,Feminino,Aveiro,Murtosa,906147712,"Travessa da Lingueta, S/N
5580-534 Silves",0546-655,16/08/1977,alexandra.branco@yahoo.com
Vicente Gonçalves,Programador,Divorciado,Masculino,Braga,Vila Nova de Famalicão,917734716,"Praça de Bernarda Ferreira Lacerda, 9
0399-183 Maia",6969-488,10/08/1988,vicente.gonçalves@outlook.com
Ivo Rodrigues,Arquiteto,Viúvo,Masculino,Braga,Guimarães,937194515,"Av Lopes, 64
8958-209 Mêda",8263-050,05/10/1984,ivo.rodrigues@gmail.com
Eduarda de Brito,Agricultor,Viúvo,Feminino,Beja,Almodôvar,911710454,"R. da Vila Expo, 25
9458-040 Ribeira Grande",8511-749,30/12/1977,eduarda.brito@gmail.com
Yasmin-Miriam Pinto,Motorista,Divorciado,Feminino,Braga,Barcelos,912719404,"Av da Ilha do Ferro, 90
4935-065 Bragança",9284-397,21/08/2004,yasmin-miriam.pinto@hotmail.com
Carolina Sousa,Rececionista,Viúvo,Feminino,Bragança,Alfândega da Fé,930643265,"Praça das Portas do Mar, S/N
3789-547 Paredes",0849-753,20/09/1991,carolina.sousa@hotmail.com
Sara-Melissa Vicente,Estudante,Solteiro,Feminino,Viana do Castelo,Viana do Castelo,970277847,"Praça Jorge Vieira, 937
4401-806 Alcácer do Sal",5121-586,23/01/2003,sara-melissa.vicente@hotmail.com
Joel Maia,Motorista,Viúvo,Masculino,Braga,Amares,998204308,"Praça das Gaivotas ao Parque das Nações, 45
4485-327 Abrantes",7280-385,08/07/1995,joel.maia@gmail.com
William Carvalho,Comerciante,Solteiro,Masculino,Beja,Ferreira do Alentejo,967847468,"Rua Mendes, 9
4372-224 Loulé",0476-643,07/12/1970,william.carvalho@hotmail.com
Beatriz Martins,Arquiteto,Casado,Feminino,Porto,Valongo,933975579,"Alameda de Neves, 38
9542-650 Portimão",1088-484,10/12/2004,beatriz.martins@hotmail.com
Soraia da Loureiro,Farmacêutico,Solteiro,Feminino,Braga,Amares,922441567,"Travessa Sebastião Cardoso, 7
0439-993 Tarouca",4393-390,04/04/1981,soraia.loureiro@hotmail.com
Erica Batista,Aposentado,Casado,Feminino,Braga,Vizela,939661587,"Av Alícia Monteiro, 44
2704-214 Almeirim",1789-695,03/09/1955,erica.batista@outlook.com
Teresa Lima,Advogado,Viúvo,Feminino,Braga,Guimarães,904393976,"Av de Domingues, 99
2524-879 Aveiro",1922-773,15/03/1971,teresa.lima@gmail.com
Caetana Macedo,Carpinteiro,Divorciado,Feminino,Braga,Fafe,948728924,"Alameda Pinho, 5
5565-196 Montijo",1605-041,04/10/1997,caetana.macedo@gmail.com
Pedro Anjos,Arquiteto,Divorciado,Masculino,Braga,Vila Nova de Famalicão,927666428,"Rua de Gomes, 8
8123-356 Matosinhos",1506-685,02/11/1988,pedro.anjos@gmail.com
Rodrigo Cunha,Programador,Casado,Masculino,Porto,Vila Nova de Gaia,944062654,"Rua Pinto, 81
5330-293 Figueira da Foz",7663-127,14/07/1989,rodrigo.cunha@gmail.com
Érica Pinho-Torres,Cozinheiro,Divorciado,Feminino,Setúbal,Alcácer do Sal,957503056,"Travessa Paiva, 66
4734-822 Montijo",5267-967,05/12/1971,érica.pinho-torres@outlook.com
Renato Lima,Eletricista,Divorciado,Masculino,Braga,Amares,978482426,"R. Luna Leal, 768
9172-335 Maia",4868-913,07/04/2001,renato.lima@outlook.com
André Pinho,Psicólogo,Solteiro,Masculino,Braga,Cabeceiras de Basto,901921631,"Alameda Pacheco, S/N
9707-684 Albufeira",1381-330,16/02/1987,andré.pinho@outlook.com
Soraia Miranda,Aposentado,Divorciado,Feminino,Porto,Valongo,982242096,"R. Campos, 85
3416-272 Barreiro",2247-582,28/12/1956,soraia.miranda@outlook.com
Artur Magalhães,Motorista,Viúvo,Masculino,Braga,Celorico de Basto,976322987,"Avenida Leonardo Carvalho, 2
1771-261 Miranda do Douro",4623-863,17/11/1991,artur.magalhães@outlook.com
Bruno da Campos,Arquiteto,Viúvo,Masculino,Braga,Esposende,957188883,"Largo Escuro, S/N
7062-490 Torres Vedras",9031-353,13/09/1965,bruno.campos@gmail.com
Emanuel Pacheco,Técnico de Marketing,Divorciado,Masculino,Braga,Vizela,912716071,"Largo de Araújo, 542
0455-943 Peso da Régua",7345-926,24/05/2001,emanuel.pacheco711@hotmail.com
Ivo Neto-Mota,Comerciante,Divorciado,Masculino,Leiria,Óbidos,937050701,"Avenida do Maestro Resende Dias, S/N
5011-270 Ourém",6593-388,23/08/2000,ivo.neto-mota@yahoo.com
Violeta Borges,Engenheiro,Solteiro,Feminino,Braga,Vizela,966342302,"Avenida Reis, 477
3841-973 Vila Nova de Santo André",5006-229,30/12/1981,violeta.borges@outlook.com
Marcos Pinto-Pereira,Arquiteto,Casado,Masculino,Braga,Barcelos,998979798,"Praça Vasco Fonseca, 73
1374-069 Lagos",1270-941,06/09/2001,marcos.pinto-pereira@yahoo.com
Alícia-Fabiana Soares,Psicólogo,Viúvo,Feminino,Braga,Guimarães,909731293,"Travessa do Monte de S. João, 27
6139-146 Tavira",1820-386,05/09/2004,alícia-fabiana.soares@sapo.pt
Emanuel Mendes,Farmacêutico,Divorciado,Masculino,Aveiro,Ovar,936395954,"R. Gil Torres, 977
0232-191 Entroncamento",7957-296,22/09/1987,emanuel.mendes@gmail.com
Beatriz Loureiro,Professor,Solteiro,Feminino,Braga,Celorico de Basto,909504891,"R. de Martins, 72
4811-162 Mealhada",1523-063,15/10/1982,beatriz.loureiro@gmail.com
Leonor Almeida,Carpinteiro,Divorciado,Feminino,Braga,Vizela,991180405,"Travessa Laura Correia, 6
5532-677 Pinhel",2138-612,23/06/1967,leonor.almeida@yahoo.com
Lorena Guerreiro,Farmacêutico,Divorciado,Feminino,Braga,Cabeceiras de Basto,939699637,"Largo de Cruz, 5
9917-669 São Salvador de Lordelo",5762-473,19/11/1989,lorena.guerreiro@outlook.com
Leandro Brito,Comerciante,Solteiro,Masculino,Porto,Matosinhos,998104806,"Rua Leite, 64
5593-082 Gafanha da Nazaré",8043-402,13/02/1971,leandro.brito@outlook.com
Matias Soares,Psicólogo,Divorciado,Masculino,Bragança,Alfândega da Fé,993771714,"Rua Carneiro, 971
8221-622 Mangualde",6182-022,06/01/1981,matias.soares@yahoo.com
