Nome,Profissão,EstadoCivil,Sexo,Distrito,Concelho,DataNascimento,Email,customer_id
Tatiana-Alexandra Pereira,Analista de Dados,Casado,Feminino,Braga,Amares,19/05/1993,tatiana-alexandra.pereira@sapo.pt,C1806
Mara Batista-Alves,Cozinheiro,Divorciado,Feminino,Porto,Valongo,23/03/1993,mara.batista-alves@sapo.pt,C1807
José Leal,Contabilista,Viúvo,Masculino,Braga,Esposende,06/04/1981,josé.leal@outlook.com,C1808
Letícia Domingues,Designer Gráfico,Divorciado,Feminino,Viana do Castelo,Viana do Castelo,14/08/1998,letícia.domingues@gmail.com,C1809
Simão Matos-Nogueira,Empregado de Limpeza,Divorciado,Masculino,Braga,Vizela,30/03/1984,simão.matos-nogueira@yahoo.com,C1810
Afonso Fonseca,Programador,Viúvo,Masculino,Castelo Branco,Penamacor,08/05/2002,afonso.fonseca@sapo.pt,C1811
Lorena Azevedo,Professor,Divorciado,Feminino,Braga,Braga,01/09/1983,lorena.azevedo@sapo.pt,C1812
Tatiana Magalhães,Enfermeiro,Divorciado,Feminino,Coimbra,Condeixa-a-Nova,10/11/1976,tatiana.magalhães@sapo.pt,C1813
Erica-Letícia Reis,Enfermeiro,Casado,Feminino,Porto,Amarante,10/11/1974,erica-letícia.reis@sapo.pt,C1814
Yasmin Alves,Agricultor,Viúvo,Feminino,Braga,Vila Nova de Famalicão,01/02/2003,yasmin.alves@yahoo.com,C1815
Andreia Ribeiro,Eletricista,Divorciado,Feminino,Porto,Porto,17/07/2000,andreia.ribeiro@sapo.pt,C1816
Patrícia Valente,Programador,Casado,Feminino,Braga,Guimarães,04/03/1990,patrícia.valente@yahoo.com,C1817
Ana Oliveira,Designer Gráfico,Viúvo,Feminino,Porto,Vila Nova de Gaia,09/12/1971,ana.oliveira@hotmail.com,C1818
Gaspar Figueiredo,Analista de Dados,Divorciado,Masculino,Aveiro,Murtosa,23/01/1996,gaspar.figueiredo@gmail.com,C1819
Carlos Faria,Aposentado,Solteiro,Masculino,Bragança,Vinhais,22/04/1951,carlos.faria@yahoo.com,C1820
Igor Miranda,Analista de Dados,Divorciado,Masculino,Porto,Amarante,25/08/1967,igor.miranda812@yahoo.com,C1821
Dinis Macedo,Engenheiro,Viúvo,Masculino,Santarém,Coruche,18/09/1991,dinis.macedo@sapo.pt,C1822
Filipa Campos-Vicente,Contabilista,Viúvo,Feminino,Braga,Braga,07/03/1999,filipa.campos-vicente@sapo.pt,C1823
Diana Marques,Estudante,Solteiro,Feminino,Braga,Guimarães,10/05/2005,diana.marques@hotmail.com,C1824
Gabriel Moreira,Professor,Viúvo,Masculino,Braga,Braga,13/08/2000,gabriel.moreira@sapo.pt,C1825
Matias Henriques,Gestor de Projetos,Divorciado,Masculino,Castelo Branco,Oleiros,17/03/2005,matias.henriques@outlook.com,C1826
Constança Torres,Aposentado,Divorciado,Feminino,Lisboa,Vila Franca de Xira,18/04/1947,constança.torres@yahoo.com,C1827
Soraia Ribeiro,Gestor de Projetos,Solteiro,Feminino,Braga,Esposende,25/08/1979,soraia.ribeiro@hotmail.com,C1828
Caetana Lourenço,Cozinheiro,Viúvo,Feminino,Coimbra,Mira,21/02/1974,caetana.lourenço@sapo.pt,C1829
Adriana Azevedo,Arquiteto,Divorciado,Feminino,Vila Real,Chaves,13/05/1997,adriana.azevedo@hotmail.com,C1830
António Figueiredo,Advogado,Viúvo,Masculino,Braga,Vila Nova de Famalicão,28/06/1985,antónio.figueiredo@gmail.com,C1831
Paulo Alves,Farmacêutico,Viúvo,Masculino,Braga,Vizela,09/02/1985,paulo.alves@yahoo.com,C1832
Inês Costa,Empregado de Limpeza,Solteiro,Feminino,Aveiro,Estarreja,13/11/1988,inês.costa@yahoo.com,C1833
Emma Branco,Professor,Solteiro,Feminino,Aveiro,Ovar,24/01/1989,emma.branco@sapo.pt,C1834
Vera Araújo,Rececionista,Solteiro,Feminino,Braga,Fafe,12/01/1978,vera.araújo@hotmail.com,C1835
Alice Branco-Teixeira,Designer Gráfico,Solteiro,Feminino,Lisboa,Cascais,05/05/1967,alice.branco-teixeira@sapo.pt,C1836
Nicole Soares,Estudante,Divorciado,Feminino,Aveiro,Águeda,01/02/2003,nicole.soares@yahoo.com,C1837
Inês Freitas,Farmacêutico,Solteiro,Feminino,Porto,Matosinhos,18/12/1982,inês.freitas@sapo.pt,C1838
Larissa Neves,Farmacêutico,Casado,Feminino,Braga,Amares,18/01/1995,larissa.neves@gmail.com,C1839
Rodrigo Pacheco-Pinho,Enfermeiro,Divorciado,Masculino,Viana do Castelo,Viana do Castelo,27/04/1970,rodrigo.pacheco-pinho@outlook.com,C1840
Rúben Henriques,Analista de Dados,Viúvo,Masculino,Porto,Vila Nova de Gaia,14/01/1969,rúben.henriques@hotmail.com,C1841
Gaspar Batista,Advogado,Casado,Masculino,Porto,Felgueiras,17/08/1995,gaspar.batista@sapo.pt,C1842
Raquel Andrade,Motorista,Casado,Feminino,Braga,Guimarães,22/06/1991,raquel.andrade@yahoo.com,C1843
Fernando Jesus,Comerciante,Divorciado,Masculino,Aveiro,Albergaria-a-Velha,09/08/1971,fernando.jesus@yahoo.com,C1844
Matilde Leite,Analista de Dados,Casado,Feminino,Porto,Vila Nova de Gaia,04/10/1992,matilde.leite@hotmail.com,C1845
Henrique Nascimento-Mota,Analista de Dados,Casado,Masculino,Braga,Guimarães,23/04/1989,henrique.nascimento-mota@outlook.com,C1846
Kyara de Marques,Engenheiro,Solteiro,Feminino,Aveiro,Oliveira de Azeméis,02/09/1978,kyara.marques@hotmail.com,C1847
Sandro Guerreiro,Arquiteto,Casado,Masculino,Coimbra,Figueira da Foz,03/08/1973,sandro.guerreiro@yahoo.com,C1848
Jéssica Pacheco,Aposentado,Viúvo,Feminino,Coimbra,Figueira da Foz,13/10/1950,jéssica.pacheco@gmail.com,C1849
Enzo Almeida,Designer Gráfico,Viúvo,Masculino,Viana do Castelo,Arcos de Valdevez,08/02/2003,enzo.almeida@sapo.pt,C1850
Fabiana Sá,Psicólogo,Divorciado,Feminino,Faro,Faro,24/03/1994,fabiana.sá@outlook.com,C1851
César Carvalho,Empregado de Limpeza,Solteiro,Masculino,Viana do Castelo,Ponte da Barca,19/03/2004,césar.carvalho@yahoo.com,C1852
Melissa Amorim,Carpinteiro,Casado,Feminino,Guarda,Trancoso,12/03/1981,melissa.amorim@hotmail.com,C1853
Filipe Matos,Gestor de Projetos,Solteiro,Masculino,Braga,Cabeceiras de Basto,07/08/1991,filipe.matos@yahoo.com,C1854
Sérgio Leite,Professor,Solteiro,Masculino,Viana do Castelo,Caminha,28/02/1996,sérgio.leite@outlook.com,C1855
Letícia do Cunha,Médico,Divorciado,Feminino,Bragança,Mogadouro,01/06/1973,letícia.cunha@gmail.com,C1856
Margarida Gaspar-Baptista,Professor,Viúvo,Feminino,Leiria,Leiria,20/05/1987,margarida.gaspar-baptista@hotmail.com,C1857
Sebastião Santos,Farmacêutico,Divorciado,Masculino,Beja,Vidigueira,02/08/1983,sebastião.santos@outlook.com,C1858
Hugo Loureiro,Farmacêutico,Casado,Masculino,Viana do Castelo,Monção,14/12/1985,hugo.loureiro@hotmail.com,C1859
Mia Gaspar,Agricultor,Casado,Feminino,Porto,Póvoa de Varzim,21/11/1998,mia.gaspar@gmail.com,C1860
Benedita-Ana Machado,Comerciante,Divorciado,Feminino,Braga,Vizela,16/05/1973,benedita-ana.machado@hotmail.com,C1861
Teresa Nascimento,Arquiteto,Casado,Feminino,Viana do Castelo,Valença,08/01/1981,teresa.nascimento@gmail.com,C1862
Larissa Matias,Professor,Viúvo,Feminino,Braga,Fafe,14/10/1976,larissa.matias@gmail.com,C1863
Inês Tavares,Farmacêutico,Divorciado,Feminino,Porto,Vila Nova de Gaia,19/05/1984,inês.tavares@outlook.com,C1864
Mariana Faria,Aposentado,Solteiro,Feminino,Braga,Esposende,14/05/1954,mariana.faria@sapo.pt,C1865
Mariana Rocha,Comerciante,Divorciado,Feminino,Porto,Porto,19/10/1979,mariana.rocha@gmail.com,C1866
Emma Vicente,Designer Gráfico,Divorciado,Feminino,Braga,Esposende,26/05/2004,emma.vicente@yahoo.com,C1867
Kelly Loureiro,Gestor de Projetos,Divorciado,Feminino,Viana do Castelo,Ponte de Lima,24/01/2005,kelly.loureiro@yahoo.com,C1868
Jorge Paiva,Arquiteto,Casado,Masculino,Viseu,Sátão,29/08/1986,jorge.paiva788@yahoo.com,C1869
Denis Nogueira,Analista de Dados,Divorciado,Masculino,Viana do Castelo,Ponte da Barca,03/10/1980,denis.nogueira@gmail.com,C1870
Leandro Macedo,Carpinteiro,Viúvo,Masculino,Viseu,Carregal do Sal,09/02/1979,leandro.macedo@sapo.pt,C1871
Pedro Guerreiro,Rececionista,Solteiro,Masculino,Porto,Póvoa de Varzim,24/05/1971,pedro.guerreiro@gmail.com,C1872
Alice Lourenço,Analista de Dados,Casado,Feminino,Porto,Maia,02/09/2004,alice.lourenço@outlook.com,C1873
Tomás Lima,Cozinheiro,Divorciado,Masculino,Braga,Amares,11/02/1980,tomás.lima@outlook.com,C1874
Íris Araújo,Programador,Divorciado,Feminino,Portalegre,Marvão,02/02/1969,íris.araújo@hotmail.com,C1875
Salomé Simões,Programador,Casado,Feminino,Castelo Branco,Vila Velha de Ródão,09/02/1980,salomé.simões@gmail.com,C1876
Álvaro Melo,Técnico de Marketing,Solteiro,Masculino,Bragança,Bragança,27/03/1980,álvaro.melo@hotmail.com,C1877
Micael Nogueira,Arquiteto,Divorciado,Masculino,Braga,Barcelos,21/06/1977,micael.nogueira@yahoo.com,C1878
Andreia Faria,Eletricista,Solteiro,Feminino,Setúbal,Sesimbra,17/11/1997,andreia.faria@gmail.com,C1879
Ariana Sousa,Farmacêutico,Viúvo,Feminino,Beja,Ourique,24/05/2000,ariana.sousa@sapo.pt,C1880
Valentim Gonçalves-Mota,Carpinteiro,Solteiro,Masculino,Vila Real,Boticas,01/04/1983,valentim.gonçalves-mota@yahoo.com,C1881
Artur Cardoso,Cozinheiro,Divorciado,Masculino,Évora,Borba,29/12/1972,artur.cardoso@gmail.com,C1882
Mia Antunes,Médico,Casado,Feminino,Braga,Amares,26/07/1966,mia.antunes@hotmail.com,C1883
Jéssica-Naiara Borges,Analista de Dados,Divorciado,Feminino,Braga,Vizela,11/08/1987,jéssica-naiara.borges@outlook.com,C1884
Gustavo da Almeida,Professor,Divorciado,Masculino,Viana do Castelo,Melgaço,27/04/1968,gustavo.almeida@yahoo.com,C1885
Marcos Monteiro,Engenheiro,Divorciado,Masculino,Viana do Castelo,Vila Nova de Cerveira,18/01/1974,marcos.monteiro@sapo.pt,C1886
Renato Martins,Arquiteto,Viúvo,Masculino,Vila Real,Sabrosa,16/03/2001,renato.martins@gmail.com,C1887
Valentina da Jesus,Estudante,Divorciado,Feminino,Viseu,Mangualde,14/04/2002,valentina.jesus@outlook.com,C1888
Tatiana-Nádia Correia,Técnico de Marketing,Divorciado,Feminino,Coimbra,Condeixa-a-Nova,25/01/1983,tatiana-nádia.correia@gmail.com,C1889
Nelson Alves,Técnico de Marketing,Divorciado,Masculino,Porto,Amarante,05/05/1989,nelson.alves@hotmail.com,C1890
William Amorim,Motorista,Solteiro,Masculino,Braga,Vila Nova de Famalicão,27/12/1989,william.amorim@hotmail.com,C1891
Santiago da Marques,Advogado,Solteiro,Masculino,Braga,Barcelos,08/01/1998,santiago.marques@yahoo.com,C1892
Letícia Pinho,Carpinteiro,Casado,Feminino,Coimbra,Montemor-o-Velho,06/09/1977,letícia.pinho@gmail.com,C1893
Valentim Barros-Simões,Analista de Dados,Solteiro,Masculino,Braga,Cabeceiras de Basto,28/01/1973,valentim.barros-simões@gmail.com,C1894
Ivan Nogueira,Engenheiro,Viúvo,Masculino,Vila Real,Valpaços,28/09/1976,ivan.nogueira@outlook.com,C1895
Guilherme Cruz,Técnico de Marketing,Solteiro,Masculino,Vila Real,Vila Real,13/09/1965,guilherme.cruz@sapo.pt,C1896
Carlos Assunção,Técnico de Marketing,Divorciado,Masculino,Coimbra,Lousã,31/08/1998,carlos.assunção@sapo.pt,C1897
Gonçalo Andrade,Técnico de Marketing,Casado,Masculino,Vila Real,Mondim de Basto,03/09/1978,gonçalo.andrade@hotmail.com,C1898
Jaime Torres,Engenheiro,Solteiro,Masculino,Braga,Celorico de Basto,18/10/2001,jaime.torres@sapo.pt,C1899
Ivan Leal,Rececionista,Viúvo,Masculino,Braga,Fafe,08/04/1979,ivan.leal@yahoo.com,C1900
Soraia Vicente,Rececionista,Divorciado,Feminino,Aveiro,Ílhavo,04/07/1987,soraia.vicente@hotmail.com,C1901
Vitória Teixeira-Mendes,Carpinteiro,Viúvo,Feminino,Lisboa,Mafra,02/10/1983,vitória.teixeira-mendes@outlook.com,C1902
Diego Gomes,Advogado,Viúvo,Masculino,Braga,Cabeceiras de Basto,21/07/1996,diego.gomes@gmail.com,C1903
António de Leite,Engenheiro,Casado,Masculino,Porto,Póvoa de Varzim,26/12/1998,antónio.leite@sapo.pt,C1904
Fernando Maia,Carpinteiro,Solteiro,Masculino,Porto,Valongo,14/04/1974,fernando.maia@outlook.com,C1905
Violeta Batista,Engenheiro,Casado,Feminino,Viana do Castelo,Viana do Castelo,22/01/1971,violeta.batista@yahoo.com,C1906
Afonso Cardoso,Designer Gráfico,Viúvo,Masculino,Braga,Vizela,26/07/1985,afonso.cardoso@hotmail.com,C1907
Núria Monteiro,Técnico de Marketing,Casado,Feminino,Castelo Branco,Fundão,13/07/1997,núria.monteiro@yahoo.com,C1908
Raquel Vaz,Contabilista,Viúvo,Feminino,Bragança,Bragança,24/12/1982,raquel.vaz@gmail.com,C1909
André da Carvalho,Programador,Solteiro,Masculino,Vila Real,Chaves,06/03/1974,andré.carvalho@yahoo.com,C1910
Raquel Machado,Aposentado,Viúvo,Feminino,Aveiro,Santa Maria da Feira,31/07/1962,raquel.machado@outlook.com,C1911
Bárbara Branco,Contabilista,Solteiro,Feminino,Vila Real,Boticas,21/12/2001,bárbara.branco@yahoo.com,C1912
Santiago Amorim,Rececionista,Viúvo,Masculino,Lisboa,Lisboa,05/10/1986,santiago.amorim@gmail.com,C1913
Laura Lopes,Engenheiro,Divorciado,Feminino,Castelo Branco,Fundão,24/01/1985,laura.lopes@gmail.com,C1914
Miguel Brito,Carpinteiro,Viúvo,Masculino,Viana do Castelo,Caminha,25/10/1996,miguel.brito@yahoo.com,C1915
Maria de Guerreiro,Técnico de Marketing,Divorciado,Feminino,Braga,Celorico de Basto,19/08/1972,maria.guerreiro@outlook.com,C1916
Mara do Santos,Professor,Casado,Feminino,Porto,Valongo,29/02/1976,mara.santos@yahoo.com,C1917
Caetana Campos,Técnico de Marketing,Solteiro,Feminino,Aveiro,Anadia,24/08/1979,caetana.campos@sapo.pt,C1918
Igor Esteves,Estudante,Viúvo,Masculino,Braga,Amares,16/06/1999,igor.esteves@outlook.com,C1919
Mário Soares,Motorista,Casado,Masculino,Leiria,Óbidos,21/07/2002,mário.soares@gmail.com,C1920
Ivo Machado,Gestor de Projetos,Solteiro,Masculino,Viana do Castelo,Viana do Castelo,20/12/1966,ivo.machado@sapo.pt,C1921
Ana Andrade-Brito,Analista de Dados,Divorciado,Feminino,Viana do Castelo,Valença,30/07/1973,ana.andrade-brito@outlook.com,C1922
Ângelo Borges,Rececionista,Casado,Masculino,Porto,Matosinhos,08/01/1977,ângelo.borges@hotmail.com,C1923
Renata-Eduarda Leal,Empregado de Limpeza,Viúvo,Feminino,Porto,Matosinhos,02/02/1998,renata-eduarda.leal@gmail.com,C1924
Maria de Cunha,Programador,Solteiro,Feminino,Lisboa,Sintra,24/10/2000,maria.cunha@sapo.pt,C1925
Kévim da Jesus,Analista de Dados,Viúvo,Masculino,Viseu,Carregal do Sal,27/01/2000,kévim.jesus@yahoo.com,C1926
Miguel Campos-Freitas,Médico,Solteiro,Masculino,Castelo Branco,Penamacor,30/01/1987,miguel.campos-freitas@yahoo.com,C1927
Cristiano Vieira,Rececionista,Viúvo,Masculino,Viseu,Tondela,25/03/1979,cristiano.vieira@gmail.com,C1928
Ariana Morais,Engenheiro,Viúvo,Feminino,Braga,Guimarães,29/08/1991,ariana.morais@hotmail.com,C1929
Juliana da Branco,Motorista,Solteiro,Feminino,Vila Real,Mondim de Basto,18/07/1979,juliana.branco@hotmail.com,C1930
Beatriz Costa,Motorista,Solteiro,Feminino,Porto,Póvoa de Varzim,24/03/2004,beatriz.costa@gmail.com,C1931
Tomás Borges-Antunes,Médico,Solteiro,Masculino,Porto,Póvoa de Varzim,24/11/1981,tomás.borges-antunes@outlook.com,C1932
Lucas Soares,Programador,Casado,Masculino,Viana do Castelo,Ponte de Lima,20/08/1976,lucas.soares@yahoo.com,C1933
Bernardo Cruz,Aposentado,Solteiro,Masculino,Lisboa,Oeiras,13/01/1962,bernardo.cruz@gmail.com,C1934
Ana Pacheco,Gestor de Projetos,Casado,Feminino,Braga,Vila Nova de Famalicão,19/03/1973,ana.pacheco@hotmail.com,C1935
Laura Pires,Contabilista,Solteiro,Feminino,Vila Real,Vila Real,10/12/1985,laura.pires@sapo.pt,C1936
Joaquim Ramos,Médico,Solteiro,Masculino,Évora,Évora,19/04/1968,joaquim.ramos@outlook.com,C1937
Yara Vaz-Figueiredo,Engenheiro,Solteiro,Feminino,Viana do Castelo,Monção,30/09/1998,yara.vaz-figueiredo@outlook.com,C1938
Simão Ferreira,Psicólogo,Viúvo,Masculino,Braga,Celorico de Basto,02/06/1998,simão.ferreira@outlook.com,C1939
Edgar Lima,Cozinheiro,Divorciado,Masculino,Braga,Guimarães,07/03/1989,edgar.lima@outlook.com,C1940
Diana Loureiro,Agricultor,Divorciado,Feminino,Viana do Castelo,Vila Nova de Cerveira,24/01/1985,diana.loureiro@hotmail.com,C1941
Núria Nunes,Motorista,Viúvo,Feminino,Porto,Amarante,11/02/1985,núria.nunes@outlook.com,C1942
Diogo de Alves,Rececionista,Casado,Masculino,Braga,Esposende,16/01/1999,diogo.alves@yahoo.com,C1943
Lara Pinto,Motorista,Casado,Feminino,Braga,Amares,26/06/1970,lara.pinto@yahoo.com,C1944
Soraia Amorim,Contabilista,Casado,Feminino,Braga,Barcelos,04/03/2005,soraia.amorim@gmail.com,C1945
Vítor Castro-Simões,Analista de Dados,Casado,Masculino,Évora,Reguengos de Monsaraz,14/03/1983,vítor.castro-simões@hotmail.com,C1946
Francisca Jesus-Soares,Rececionista,Divorciado,Feminino,Braga,Guimarães,14/10/1966,francisca.jesus-soares@yahoo.com,C1947
Carlota Assunção,Professor,Viúvo,Feminino,Porto,Amarante,29/03/1998,carlota.assunção@hotmail.com,C1948
Salvador Antunes-Alves,Professor,Divorciado,Masculino,Braga,Amares,30/04/1969,salvador.antunes-alves@sapo.pt,C1949
Pedro Santos-Rocha,Cozinheiro,Viúvo,Masculino,Aveiro,Santa Maria da Feira,24/04/1979,pedro.santos-rocha@gmail.com,C1950
Ângela Anjos,Comerciante,Casado,Feminino,Viseu,Oliveira de Frades,30/08/2004,ângela.anjos@gmail.com,C1951
Benedita Barros,Gestor de Projetos,Divorciado,Feminino,Viana do Castelo,Valença,27/01/1976,benedita.barros@yahoo.com,C1952
Mia Abreu,Carpinteiro,Solteiro,Feminino,Braga,Vizela,25/09/1972,mia.abreu@yahoo.com,C1953
Denis Oliveira,Designer Gráfico,Viúvo,Masculino,Vila Real,Boticas,17/09/2000,denis.oliveira@yahoo.com,C1954
Igor Amaral,Engenheiro,Solteiro,Masculino,Aveiro,Águeda,16/01/1993,igor.amaral@yahoo.com,C1955
Xavier Oliveira-Nunes,Arquiteto,Solteiro,Masculino,Bragança,Alfândega da Fé,14/04/1983,xavier.oliveira-nunes@hotmail.com,C1956
Lorena Araújo-Lima,Médico,Solteiro,Feminino,Viana do Castelo,Ponte da Barca,07/06/1995,lorena.araújo-lima@hotmail.com,C1957
Ângelo Costa,Rececionista,Divorciado,Masculino,Braga,Cabeceiras de Basto,24/05/1993,ângelo.costa@gmail.com,C1958
Salvador Monteiro,Enfermeiro,Viúvo,Masculino,Braga,Barcelos,10/05/2004,salvador.monteiro@yahoo.com,C1959
Íris Fonseca,Engenheiro,Solteiro,Feminino,Viana do Castelo,Viana do Castelo,09/08/1992,íris.fonseca@hotmail.com,C1960
Marta Neves,Psicólogo,Viúvo,Feminino,Braga,Celorico de Basto,13/12/1969,marta.neves@outlook.com,C1961
Bruno Nunes,Empregado de Limpeza,Solteiro,Masculino,Viseu,Viseu,19/11/1980,bruno.nunes@gmail.com,C1962
Iara do Antunes,Psicólogo,Solteiro,Feminino,Viseu,Vouzela,24/08/1982,iara.antunes@outlook.com,C1963
Marco Matias,Carpinteiro,Viúvo,Masculino,Braga,Braga,28/04/2004,marco.matias@gmail.com,C1964
Débora Rocha-Pires,Engenheiro,Divorciado,Feminino,Porto,Póvoa de Varzim,02/05/1968,débora.rocha-pires@gmail.com,C1965
Alexandra-Anita Esteves,Técnico de Marketing,Solteiro,Feminino,Porto,Póvoa de Varzim,02/05/1998,alexandra-anita.esteves@gmail.com,C1966
Mafalda-Naiara Coelho,Engenheiro,Viúvo,Feminino,Braga,Fafe,28/08/1995,mafalda-naiara.coelho@hotmail.com,C1967
Matias Abreu-Nunes,Cozinheiro,Divorciado,Masculino,Bragança,Miranda do Douro,15/02/1996,matias.abreu-nunes@yahoo.com,C1968
Valentina Mota,Estudante,Solteiro,Feminino,Santarém,Chamusca,29/01/2002,valentina.mota@hotmail.com,C1969
Renato Cardoso,Empregado de Limpeza,Viúvo,Masculino,Lisboa,Lisboa,26/03/1974,renato.cardoso@sapo.pt,C1970
Renata Ribeiro,Engenheiro,Solteiro,Feminino,Viseu,Oliveira de Frades,20/03/1995,renata.ribeiro@yahoo.com,C1971
Lorena-Andreia Andrade,Designer Gráfico,Casado,Feminino,Braga,Braga,03/02/2003,lorena-andreia.andrade@gmail.com,C1972
Constança Cunha,Designer Gráfico,Viúvo,Feminino,Braga,Fafe,11/12/1984,constança.cunha@outlook.com,C1973
Victória Reis-Amorim,Eletricista,Viúvo,Feminino,Vila Real,Peso da Régua,25/07/1973,victória.reis-amorim@outlook.com,C1974
Ângela Vaz,Farmacêutico,Divorciado,Feminino,Vila Real,Valpaços,07/04/1990,ângela.vaz@outlook.com,C1975
Bianca Amorim-Castro,Comerciante,Solteiro,Feminino,Aveiro,Santa Maria da Feira,23/04/2004,bianca.amorim-castro@yahoo.com,C1976
Cláudio Moreira,Cozinheiro,Divorciado,Masculino,Braga,Amares,28/03/1973,cláudio.moreira@gmail.com,C1977
Fabiana Neto-Vicente,Técnico de Marketing,Viúvo,Feminino,Porto,Felgueiras,16/03/1967,fabiana.neto-vicente@yahoo.com,C1978
Petra Leite,Enfermeiro,Divorciado,Feminino,Viana do Castelo,Melgaço,05/09/1990,petra.leite@hotmail.com,C1979
Eduarda-Mariana Nogueira,Programador,Casado,Feminino,Aveiro,Ovar,14/07/1993,eduarda-mariana.nogueira@hotmail.com,C1980
Renata Pacheco,Programador,Casado,Feminino,Braga,Esposende,11/06/1999,renata.pacheco@sapo.pt,C1981
Bryan Mota,Advogado,Casado,Masculino,Vila Real,Vila Real,31/12/1994,bryan.mota@outlook.com,C1982
Alice Gomes,Engenheiro,Solteiro,Feminino,Braga,Celorico de Basto,24/10/1976,alice.gomes@gmail.com,C1983
Margarida Soares-Barbosa,Programador,Solteiro,Feminino,Coimbra,Condeixa-a-Nova,27/08/1965,margarida.soares-barbosa@sapo.pt,C1984
Sebastião Ferreira,Agricultor,Solteiro,Masculino,Porto,Matosinhos,07/11/2003,sebastião.ferreira@hotmail.com,C1985
Afonso Almeida,Rececionista,Divorciado,Masculino,Santarém,Ourém,19/08/1968,afonso.almeida@sapo.pt,C1986
Mia-Carolina Valente,Empregado de Limpeza,Viúvo,Feminino,Bragança,Miranda do Douro,19/03/1978,mia-carolina.valente@gmail.com,C1987
Patrícia Carvalho,Aposentado,Divorciado,Feminino,Braga,Celorico de Basto,21/09/1954,patrícia.carvalho658@outlook.com,C1988
Raquel Coelho,Eletricista,Viúvo,Feminino,Viana do Castelo,Melgaço,06/10/1980,raquel.coelho@gmail.com,C1989
Paulo Miranda,Farmacêutico,Divorciado,Masculino,Porto,Maia,05/10/1998,paulo.miranda@hotmail.com,C1990
Wilson Jesus,Eletricista,Viúvo,Masculino,Viseu,Castro Daire,14/04/2005,wilson.jesus@yahoo.com,C1991
Gabriel Gonçalves,Professor,Casado,Masculino,Portalegre,Castelo de Vide,04/06/2000,gabriel.gonçalves@sapo.pt,C1992
Madalena-Erica Borges,Técnico de Marketing,Viúvo,Feminino,Porto,Gondomar,28/10/2004,madalena-erica.borges@yahoo.com,C1993
Valentina Leal-Pinto,Gestor de Projetos,Solteiro,Feminino,Aveiro,Ovar,04/03/1998,valentina.leal-pinto@gmail.com,C1994
Carlota Rodrigues-Machado,Carpinteiro,Divorciado,Feminino,Braga,Barcelos,22/05/2002,carlota.rodrigues-machado@sapo.pt,C1995
Emma de Nogueira,Técnico de Marketing,Viúvo,Feminino,Porto,Póvoa de Varzim,18/08/2003,emma.nogueira@outlook.com,C1996
António Pires,Cozinheiro,Divorciado,Masculino,Braga,Esposende,11/06/1973,antónio.pires@gmail.com,C1997
Marta Neto-Rocha,Eletricista,Casado,Feminino,Vila Real,Mesão Frio,17/01/1983,marta.neto-rocha@outlook.com,C1998
Vitória-Mélanie Assunção,Empregado de Limpeza,Solteiro,Feminino,Braga,Cabeceiras de Basto,13/10/1988,vitória-mélanie.assunção@sapo.pt,C1999
Nicole Brito,Carpinteiro,Casado,Feminino,Braga,Cabeceiras de Basto,10/06/1973,nicole.brito@sapo.pt,C2000
